State,District,Soil_Type,Season,Temperature,Humidity,Rainfall,Previous_Crop,Recommended_Crop
Odisha,Kendujhar,Laterite Soil,Rabi,38.8,46,202.4,Blackgram,Cashew
Odisha,Kendujhar,Sandy Soil,Kharif,29.9,44,206.9,Mothbeans,Muskmelon
Odisha,Kendujhar,Red Soil,Whole Year,36.6,59,141.5,Lentil,Millets
Odisha,Kendujhar,Loamy Soil,Kharif,25.5,84,67.4,Blackgram,Sugarcane
Odisha,Kendujhar,Black Soil,Whole Year,37.8,43,214.3,Mungbean,Soybean
Odisha,Kendujhar,Laterite Soil,Kharif,20.0,48,74.2,Coffee,Tea
Odisha,Kendujhar,Red Soil,Kharif,38.5,79,24.5,Blackgram,Millets
Odisha,Kendujhar,Laterite Soil,Kharif,29.8,94,137.2,Lentil,Cashew
Odisha,Kendujhar,Alluvial Soil,Kharif,35.4,88,336.4,Lentil,Maize
Odisha,Kendujhar,Loamy Soil,Zaid,21.0,50,86.3,Pomegranate,Maize
Odisha,Khordha,Alluvial Soil,Zaid,37.6,76,93.9,Rice,Maize
Odisha,Khordha,Red Soil,Rabi,27.5,59,132.5,Kidneybeans,Groundnut
Odisha,Khordha,Sandy Soil,Rabi,23.1,76,57.0,Mungbean,Groundnut
Odisha,Khordha,Alluvial Soil,Rabi,19.1,79,56.6,Mothbeans,Maize
Odisha,Khordha,Black Soil,Whole Year,19.2,90,311.3,Cotton,Soybean
Odisha,Khordha,Black Soil,Kharif,37.8,64,85.1,Jute,Jowar
Odisha,Khordha,Loamy Soil,Rabi,25.1,68,23.3,Muskmelon,Sugarcane
Odisha,Khordha,Alluvial Soil,Rabi,32.5,52,240.1,Maize,Sugarcane
Odisha,Khordha,Black Soil,Rabi,38.8,50,93.3,Coconut,Jowar
Odisha,Khordha,Red Soil,Rabi,33.6,63,29.1,Apple,Groundnut
Odisha,Khordha,Loamy Soil,Whole Year,31.3,68,92.2,Coffee,Rice
Odisha,Khordha,Black Soil,Rabi,34.3,73,88.0,Mango,Jowar
Odisha,Khordha,Alluvial Soil,Whole Year,34.0,48,283.4,Mothbeans,Maize
Odisha,Khordha,Laterite Soil,Zaid,37.1,84,223.5,Coffee,Coffee
Odisha,Khordha,Laterite Soil,Whole Year,20.4,78,52.8,Muskmelon,Coffee
Odisha,Khordha,Black Soil,Zaid,29.7,49,154.6,Grapes,Cotton
Odisha,Khordha,Laterite Soil,Whole Year,38.3,61,333.3,Mungbean,Tea
Odisha,Khordha,Black Soil,Kharif,33.2,92,65.5,Maize,Jowar
Odisha,Khordha,Sandy Soil,Rabi,20.8,71,21.0,Coffee,Watermelon
Odisha,Khordha,Sandy Soil,Rabi,38.9,42,210.8,Banana,Watermelon
Odisha,Koraput,Black Soil,Rabi,35.5,65,331.5,Papaya,Soybean
Odisha,Koraput,Sandy Soil,Whole Year,36.3,65,30.3,Chickpea,Muskmelon
Odisha,Koraput,Laterite Soil,Whole Year,24.9,43,144.2,Banana,Coffee
Odisha,Koraput,Laterite Soil,Rabi,20.9,81,272.9,Kidneybeans,Tea
Odisha,Koraput,Sandy Soil,Kharif,19.9,80,294.5,Mothbeans,Muskmelon
Odisha,Koraput,Red Soil,Kharif,24.6,79,139.0,Apple,Pulses
Odisha,Koraput,Alluvial Soil,Kharif,19.6,60,34.7,Mango,Wheat
Odisha,Koraput,Alluvial Soil,Whole Year,36.4,47,84.3,Chickpea,Wheat
Odisha,Koraput,Loamy Soil,Whole Year,20.3,75,74.0,Papaya,Maize
Odisha,Koraput,Loamy Soil,Zaid,29.7,82,222.7,Coffee,Sugarcane
Odisha,Koraput,Alluvial Soil,Zaid,19.8,56,135.0,Kidneybeans,Sugarcane
Odisha,Koraput,Black Soil,Rabi,30.4,66,181.7,Jute,Jowar
Odisha,Koraput,Black Soil,Whole Year,21.2,61,27.3,Maize,Cotton
Odisha,Koraput,Red Soil,Zaid,38.9,75,342.1,Grapes,Pulses
Odisha,Koraput,Red Soil,Whole Year,29.8,45,311.5,Cotton,Pulses
Odisha,Koraput,Laterite Soil,Zaid,23.3,91,345.3,Coffee,Coffee
Odisha,Koraput,Black Soil,Whole Year,35.4,89,305.5,Maize,Jowar
Odisha,Koraput,Black Soil,Whole Year,34.2,56,274.8,Jute,Soybean
Odisha,Koraput,Alluvial Soil,Whole Year,30.0,87,29.4,Kidneybeans,Sugarcane
Odisha,Koraput,Black Soil,Rabi,40.0,64,80.1,Papaya,Cotton
Odisha,Malkangiri,Sandy Soil,Rabi,25.3,69,294.1,Papaya,Groundnut
Odisha,Malkangiri,Black Soil,Kharif,22.7,47,122.9,Chickpea,Soybean
Odisha,Malkangiri,Sandy Soil,Rabi,28.2,80,315.1,Watermelon,Muskmelon
Odisha,Malkangiri,Alluvial Soil,Zaid,19.1,65,51.3,Orange,Wheat
Odisha,Malkangiri,Black Soil,Rabi,21.9,46,200.0,Blackgram,Cotton
Odisha,Malkangiri,Red Soil,Kharif,37.6,61,219.7,Rice,Millets
Odisha,Malkangiri,Black Soil,Zaid,36.8,64,187.0,Grapes,Cotton
Odisha,Malkangiri,Red Soil,Kharif,18.9,90,277.5,Pomegranate,Pulses
Odisha,Malkangiri,Alluvial Soil,Rabi,23.4,94,329.7,Blackgram,Wheat
Odisha,Malkangiri,Loamy Soil,Rabi,24.8,43,98.5,Kidneybeans,Maize
Odisha,Malkangiri,Sandy Soil,Rabi,25.7,71,289.2,Mothbeans,Watermelon
Odisha,Malkangiri,Sandy Soil,Whole Year,23.6,58,315.6,Apple,Watermelon
Odisha,Malkangiri,Alluvial Soil,Kharif,37.4,88,187.0,Grapes,Wheat
Odisha,Malkangiri,Sandy Soil,Kharif,22.9,79,146.2,Mungbean,Watermelon
Odisha,Malkangiri,Laterite Soil,Kharif,29.8,46,307.0,Coffee,Coffee
Odisha,Malkangiri,Sandy Soil,Rabi,20.2,57,127.4,Lentil,Muskmelon
Odisha,Malkangiri,Alluvial Soil,Kharif,35.7,84,26.4,Muskmelon,Wheat
Odisha,Malkangiri,Red Soil,Whole Year,24.3,91,250.8,Coconut,Millets
Odisha,Malkangiri,Alluvial Soil,Rabi,33.9,80,325.1,Apple,Wheat
Odisha,Malkangiri,Loamy Soil,Kharif,30.9,80,333.1,Mothbeans,Sugarcane
Odisha,Mayurbhanj,Black Soil,Zaid,39.1,63,104.2,Apple,Soybean
Odisha,Mayurbhanj,Alluvial Soil,Kharif,35.0,50,118.5,Pigeonpeas,Wheat
Odisha,Mayurbhanj,Loamy Soil,Whole Year,38.2,55,315.4,Pigeonpeas,Maize
Odisha,Mayurbhanj,Sandy Soil,Whole Year,35.5,71,286.5,Maize,Groundnut
Odisha,Mayurbhanj,Loamy Soil,Zaid,39.5,65,128.3,Papaya,Rice
Odisha,Mayurbhanj,Alluvial Soil,Whole Year,23.2,89,295.6,Mothbeans,Maize
Odisha,Mayurbhanj,Loamy Soil,Whole Year,29.9,70,185.5,Chickpea,Maize
Odisha,Mayurbhanj,Alluvial Soil,Rabi,37.9,53,127.8,Rice,Wheat
Odisha,Mayurbhanj,Black Soil,Rabi,19.4,55,287.5,Rice,Soybean
Odisha,Mayurbhanj,Black Soil,Rabi,25.2,85,311.1,Kidneybeans,Cotton
Odisha,Mayurbhanj,Sandy Soil,Kharif,21.3,78,313.1,Muskmelon,Groundnut
Odisha,Mayurbhanj,Laterite Soil,Zaid,25.0,48,279.4,Coconut,Coffee
Odisha,Mayurbhanj,Laterite Soil,Kharif,35.7,40,267.7,Orange,Tea
Odisha,Mayurbhanj,Loamy Soil,Whole Year,39.8,85,192.7,Mungbean,Wheat
Odisha,Mayurbhanj,Laterite Soil,Kharif,29.8,73,329.9,Pomegranate,Coffee
Odisha,Mayurbhanj,Sandy Soil,Rabi,38.7,93,138.5,Chickpea,Watermelon
Odisha,Mayurbhanj,Loamy Soil,Zaid,27.5,52,109.4,Cotton,Maize
Odisha,Mayurbhanj,Laterite Soil,Zaid,20.5,59,155.3,Cotton,Tea
Odisha,Mayurbhanj,Sandy Soil,Zaid,20.5,67,249.0,Muskmelon,Muskmelon
Odisha,Mayurbhanj,Loamy Soil,Zaid,25.6,84,174.3,Coffee,Rice
Odisha,Nabarangpur,Sandy Soil,Rabi,21.6,41,28.5,Chickpea,Groundnut
Odisha,Nabarangpur,Loamy Soil,Whole Year,22.2,76,118.3,Lentil,Maize
Odisha,Nabarangpur,Black Soil,Zaid,24.3,94,72.1,Papaya,Jowar
Odisha,Nabarangpur,Alluvial Soil,Whole Year,21.1,75,245.3,Mothbeans,Maize
Odisha,Nabarangpur,Alluvial Soil,Whole Year,26.8,48,86.2,Maize,Maize
Odisha,Nabarangpur,Laterite Soil,Zaid,23.6,56,232.2,Kidneybeans,Cashew
Odisha,Nabarangpur,Alluvial Soil,Zaid,34.3,93,87.0,Maize,Maize
Odisha,Nabarangpur,Laterite Soil,Kharif,21.9,42,44.3,Grapes,Cashew
Odisha,Nabarangpur,Laterite Soil,Rabi,30.2,55,304.7,Mungbean,Coffee
Odisha,Nabarangpur,Laterite Soil,Whole Year,33.6,44,40.3,Pigeonpeas,Tea
Odisha,Nabarangpur,Alluvial Soil,Rabi,32.2,75,186.1,Blackgram,Rice
Odisha,Nabarangpur,Black Soil,Zaid,34.5,95,140.6,Orange,Cotton
Odisha,Nabarangpur,Loamy Soil,Zaid,29.1,92,274.7,Orange,Maize
Odisha,Nabarangpur,Black Soil,Rabi,33.5,70,234.0,Papaya,Jowar
Odisha,Nabarangpur,Alluvial Soil,Whole Year,31.4,91,139.2,Pigeonpeas,Rice
Odisha,Nabarangpur,Black Soil,Rabi,22.6,59,193.0,Chickpea,Jowar
Odisha,Nabarangpur,Sandy Soil,Kharif,30.2,44,43.3,Kidneybeans,Watermelon
Odisha,Nabarangpur,Alluvial Soil,Kharif,20.1,80,330.4,Lentil,Sugarcane
Odisha,Nabarangpur,Black Soil,Whole Year,22.7,94,327.3,Pomegranate,Soybean
Odisha,Nabarangpur,Laterite Soil,Zaid,33.1,62,314.9,Apple,Tea
Odisha,Nayagarh,Sandy Soil,Zaid,33.3,87,168.3,Chickpea,Muskmelon
Odisha,Nayagarh,Black Soil,Whole Year,25.3,68,236.1,Mango,Soybean
Odisha,Nayagarh,Sandy Soil,Zaid,35.5,68,92.4,Orange,Groundnut
Odisha,Nayagarh,Sandy Soil,Kharif,24.3,58,268.0,Apple,Groundnut
Odisha,Nayagarh,Loamy Soil,Rabi,35.5,93,223.3,Apple,Rice
Odisha,Nayagarh,Black Soil,Rabi,25.3,57,148.5,Kidneybeans,Cotton
Odisha,Nayagarh,Red Soil,Whole Year,29.5,89,97.0,Cotton,Millets
Odisha,Nayagarh,Laterite Soil,Kharif,37.6,79,262.6,Chickpea,Coffee
Odisha,Nayagarh,Sandy Soil,Rabi,26.5,72,274.2,Orange,Watermelon
Odisha,Nayagarh,Sandy Soil,Zaid,39.6,68,281.1,Mungbean,Groundnut
Odisha,Nayagarh,Laterite Soil,Whole Year,26.0,49,96.5,Watermelon,Cashew
Odisha,Nayagarh,Red Soil,Kharif,26.1,57,224.2,Coconut,Groundnut
Odisha,Nayagarh,Red Soil,Kharif,34.4,63,74.9,Mungbean,Groundnut
Odisha,Nayagarh,Black Soil,Whole Year,18.3,53,218.3,Orange,Jowar
Odisha,Nayagarh,Loamy Soil,Kharif,19.5,67,43.1,Cotton,Sugarcane
Odisha,Nayagarh,Red Soil,Rabi,28.8,57,314.3,Grapes,Pulses
Odisha,Nayagarh,Laterite Soil,Rabi,39.8,62,107.8,Pigeonpeas,Cashew
Odisha,Nayagarh,Alluvial Soil,Rabi,26.4,75,43.2,Apple,Wheat
Odisha,Nayagarh,Sandy Soil,Whole Year,18.8,46,41.0,Kidneybeans,Muskmelon
Odisha,Nayagarh,Alluvial Soil,Zaid,39.8,56,264.4,Muskmelon,Maize
Odisha,Nuapada,Sandy Soil,Kharif,30.9,44,37.4,Lentil,Muskmelon
Odisha,Nuapada,Red Soil,Rabi,31.0,65,299.0,Mungbean,Millets
Odisha,Nuapada,Laterite Soil,Whole Year,35.8,41,321.9,Mango,Tea
Odisha,Nuapada,Loamy Soil,Rabi,28.7,40,148.7,Papaya,Sugarcane
Odisha,Nuapada,Alluvial Soil,Rabi,29.8,44,233.9,Banana,Maize
Odisha,Nuapada,Sandy Soil,Whole Year,21.1,85,123.2,Lentil,Muskmelon
Odisha,Nuapada,Black Soil,Kharif,37.8,83,342.8,Mothbeans,Soybean
Odisha,Nuapada,Red Soil,Whole Year,23.7,88,305.8,Blackgram,Millets
Odisha,Nuapada,Loamy Soil,Zaid,36.1,91,320.9,Cotton,Maize
Odisha,Nuapada,Black Soil,Kharif,27.4,46,121.2,Muskmelon,Jowar
Odisha,Nuapada,Laterite Soil,Zaid,24.5,80,334.2,Maize,Cashew
Odisha,Nuapada,Laterite Soil,Rabi,27.6,82,103.9,Lentil,Coffee
Odisha,Nuapada,Red Soil,Whole Year,34.4,77,205.4,Kidneybeans,Pulses
Odisha,Nuapada,Red Soil,Whole Year,27.5,54,300.7,Kidneybeans,Millets
Odisha,Nuapada,Loamy Soil,Kharif,29.3,88,26.7,Orange,Sugarcane
Odisha,Nuapada,Sandy Soil,Kharif,31.8,73,243.3,Orange,Groundnut
Odisha,Nuapada,Sandy Soil,Kharif,24.6,61,152.0,Banana,Watermelon
Odisha,Nuapada,Red Soil,Kharif,39.0,47,113.8,Mothbeans,Pulses
Odisha,Nuapada,Black Soil,Kharif,39.2,60,141.1,Mothbeans,Soybean
Odisha,Nuapada,Laterite Soil,Whole Year,26.4,62,123.0,Coffee,Coffee
Odisha,Puri,Laterite Soil,Kharif,36.7,49,288.8,Blackgram,Cashew
Odisha,Puri,Alluvial Soil,Rabi,36.0,50,107.7,Watermelon,Sugarcane
Odisha,Puri,Sandy Soil,Zaid,30.6,82,62.4,Blackgram,Groundnut
Odisha,Puri,Black Soil,Zaid,35.4,48,139.3,Papaya,Soybean
Odisha,Puri,Laterite Soil,Kharif,34.8,74,83.8,Blackgram,Cashew
Odisha,Puri,Black Soil,Rabi,33.6,72,325.3,Papaya,Soybean
Odisha,Puri,Alluvial Soil,Kharif,24.2,82,50.5,Muskmelon,Wheat
Odisha,Puri,Alluvial Soil,Zaid,20.1,79,302.3,Jute,Rice
Odisha,Puri,Sandy Soil,Zaid,25.7,72,83.3,Apple,Watermelon
Odisha,Puri,Laterite Soil,Whole Year,37.3,56,68.8,Kidneybeans,Coffee
Odisha,Puri,Alluvial Soil,Zaid,25.1,63,172.9,Jute,Maize
Odisha,Puri,Sandy Soil,Zaid,35.9,45,322.4,Kidneybeans,Watermelon
Odisha,Puri,Black Soil,Rabi,24.6,55,155.1,Grapes,Soybean
Odisha,Puri,Laterite Soil,Rabi,36.1,90,240.6,Rice,Tea
Odisha,Puri,Black Soil,Zaid,25.1,93,80.8,Grapes,Soybean
Odisha,Puri,Laterite Soil,Whole Year,34.0,45,311.4,Mango,Coffee
Odisha,Puri,Loamy Soil,Whole Year,19.5,82,27.5,Lentil,Maize
Odisha,Puri,Laterite Soil,Kharif,20.6,77,179.4,Jute,Cashew
Odisha,Puri,Loamy Soil,Zaid,20.0,85,185.0,Coffee,Wheat
Odisha,Puri,Sandy Soil,Zaid,19.1,65,79.8,Papaya,Muskmelon
Odisha,Rayagada,Sandy Soil,Rabi,38.8,61,230.1,Grapes,Groundnut
Odisha,Rayagada,Alluvial Soil,Whole Year,27.9,62,255.0,Kidneybeans,Rice
Odisha,Rayagada,Red Soil,Zaid,37.8,63,34.9,Watermelon,Pulses
Odisha,Rayagada,Laterite Soil,Zaid,23.4,66,105.8,Coconut,Cashew
Odisha,Rayagada,Black Soil,Whole Year,27.6,69,143.1,Mungbean,Cotton
Odisha,Rayagada,Alluvial Soil,Rabi,29.5,42,318.0,Mungbean,Maize
Odisha,Rayagada,Loamy Soil,Kharif,35.6,87,85.3,Mungbean,Maize
Odisha,Rayagada,Laterite Soil,Rabi,27.9,81,69.2,Maize,Tea
Odisha,Rayagada,Laterite Soil,Kharif,39.5,40,141.6,Pigeonpeas,Coffee
Odisha,Rayagada,Red Soil,Rabi,24.3,60,215.9,Grapes,Groundnut
Odisha,Rayagada,Red Soil,Kharif,27.2,57,258.4,Coffee,Pulses
Odisha,Rayagada,Black Soil,Rabi,33.3,93,131.1,Banana,Jowar
Odisha,Rayagada,Laterite Soil,Rabi,19.3,87,88.3,Lentil,Cashew
Odisha,Rayagada,Loamy Soil,Whole Year,39.1,88,237.6,Watermelon,Sugarcane
Odisha,Rayagada,Sandy Soil,Zaid,37.6,52,323.0,Rice,Muskmelon
Odisha,Rayagada,Sandy Soil,Kharif,25.2,94,40.5,Coffee,Groundnut
Odisha,Rayagada,Laterite Soil,Kharif,29.1,63,294.7,Mothbeans,Coffee
Odisha,Rayagada,Alluvial Soil,Rabi,30.9,84,68.2,Pomegranate,Wheat
Odisha,Rayagada,Loamy Soil,Whole Year,37.6,66,54.7,Apple,Sugarcane
Odisha,Rayagada,Red Soil,Zaid,22.8,63,296.0,Papaya,Pulses
Odisha,Sambalpur,Laterite Soil,Whole Year,21.2,44,306.6,Mothbeans,Tea
Odisha,Sambalpur,Laterite Soil,Zaid,22.4,43,172.2,Mango,Coffee
Odisha,Sambalpur,Alluvial Soil,Zaid,37.9,68,102.7,Orange,Wheat
Odisha,Sambalpur,Red Soil,Whole Year,35.7,75,261.6,Muskmelon,Pulses
Odisha,Sambalpur,Red Soil,Rabi,33.1,56,129.1,Chickpea,Groundnut
Odisha,Sambalpur,Alluvial Soil,Whole Year,30.8,78,287.0,Grapes,Rice
Odisha,Sambalpur,Laterite Soil,Zaid,33.8,74,330.0,Pomegranate,Tea
Odisha,Sambalpur,Loamy Soil,Whole Year,28.4,79,36.8,Blackgram,Sugarcane
Odisha,Sambalpur,Laterite Soil,Kharif,28.6,70,42.1,Muskmelon,Cashew
Odisha,Sambalpur,Sandy Soil,Rabi,33.6,60,330.3,Mango,Muskmelon
Odisha,Sambalpur,Laterite Soil,Whole Year,30.8,43,54.4,Muskmelon,Coffee
Odisha,Sambalpur,Loamy Soil,Whole Year,23.3,57,141.2,Mango,Sugarcane
Odisha,Sambalpur,Black Soil,Whole Year,35.4,94,139.8,Rice,Jowar
Odisha,Sambalpur,Red Soil,Whole Year,27.9,45,331.8,Kidneybeans,Millets
Odisha,Sambalpur,Sandy Soil,Kharif,19.0,42,184.5,Lentil,Groundnut
Odisha,Sambalpur,Black Soil,Kharif,36.3,70,317.2,Cotton,Soybean
Odisha,Sambalpur,Sandy Soil,Whole Year,20.2,80,52.9,Rice,Groundnut
Odisha,Sambalpur,Sandy Soil,Kharif,19.7,63,203.4,Maize,Muskmelon
Odisha,Sambalpur,Alluvial Soil,Kharif,22.3,80,189.4,Papaya,Rice
Odisha,Sambalpur,Red Soil,Whole Year,19.8,84,104.4,Grapes,Groundnut
Odisha,Subarnapur,Red Soil,Rabi,34.2,70,194.0,Grapes,Pulses
Odisha,Subarnapur,Red Soil,Whole Year,39.5,46,68.3,Lentil,Groundnut
Odisha,Subarnapur,Red Soil,Kharif,24.0,62,128.3,Coffee,Pulses
Odisha,Subarnapur,Alluvial Soil,Kharif,31.0,59,85.5,Watermelon,Wheat
Odisha,Subarnapur,Black Soil,Whole Year,37.2,70,179.5,Cotton,Jowar
Odisha,Subarnapur,Black Soil,Rabi,31.7,48,102.5,Chickpea,Cotton
Odisha,Subarnapur,Alluvial Soil,Zaid,18.1,70,325.4,Kidneybeans,Sugarcane
Odisha,Subarnapur,Loamy Soil,Whole Year,24.9,66,66.7,Coffee,Sugarcane
Odisha,Subarnapur,Laterite Soil,Kharif,29.2,68,299.4,Mango,Cashew
Odisha,Subarnapur,Laterite Soil,Zaid,36.6,87,205.9,Maize,Cashew
Odisha,Subarnapur,Laterite Soil,Kharif,19.3,53,157.3,Apple,Coffee
Odisha,Subarnapur,Red Soil,Whole Year,33.1,93,339.0,Mungbean,Millets
Odisha,Subarnapur,Black Soil,Zaid,37.3,87,209.9,Muskmelon,Soybean
Odisha,Subarnapur,Laterite Soil,Rabi,22.7,57,329.4,Lentil,Tea
Odisha,Subarnapur,Laterite Soil,Whole Year,19.2,76,110.0,Grapes,Coffee
Odisha,Subarnapur,Sandy Soil,Whole Year,35.5,89,54.5,Maize,Muskmelon
Odisha,Subarnapur,Laterite Soil,Kharif,31.3,53,159.7,Mothbeans,Tea
Odisha,Subarnapur,Loamy Soil,Kharif,26.6,58,319.0,Watermelon,Rice
Odisha,Subarnapur,Sandy Soil,Rabi,30.8,76,199.5,Lentil,Watermelon
Odisha,Subarnapur,Sandy Soil,Rabi,20.6,66,251.0,Mothbeans,Muskmelon
Odisha,Sundargarh,Red Soil,Zaid,33.5,90,136.5,Mungbean,Millets
Odisha,Sundargarh,Loamy Soil,Whole Year,21.1,48,321.1,Apple,Rice
Odisha,Sundargarh,Black Soil,Kharif,28.8,70,348.7,Banana,Soybean
Odisha,Sundargarh,Alluvial Soil,Kharif,24.9,67,84.7,Rice,Rice
Odisha,Sundargarh,Black Soil,Zaid,26.2,58,161.0,Lentil,Jowar
Odisha,Sundargarh,Sandy Soil,Rabi,37.3,86,119.3,Rice,Watermelon
Odisha,Sundargarh,Sandy Soil,Kharif,36.1,70,34.5,Grapes,Watermelon
Odisha,Sundargarh,Laterite Soil,Whole Year,27.8,41,275.4,Coconut,Tea
Odisha,Sundargarh,Alluvial Soil,Kharif,21.9,86,224.1,Blackgram,Wheat
Odisha,Sundargarh,Red Soil,Whole Year,30.2,74,327.4,Papaya,Millets
Odisha,Sundargarh,Loamy Soil,Zaid,39.7,50,191.2,Maize,Maize
Odisha,Sundargarh,Sandy Soil,Zaid,25.7,46,155.7,Muskmelon,Muskmelon
Odisha,Sundargarh,Red Soil,Whole Year,28.8,78,171.7,Papaya,Pulses
Odisha,Sundargarh,Black Soil,Whole Year,37.4,73,35.5,Pomegranate,Jowar
Odisha,Sundargarh,Red Soil,Zaid,24.4,89,63.0,Jute,Groundnut
Odisha,Sundargarh,Black Soil,Kharif,22.6,79,258.4,Cotton,Cotton
Odisha,Sundargarh,Loamy Soil,Kharif,19.4,92,29.2,Chickpea,Wheat
Odisha,Sundargarh,Black Soil,Whole Year,33.1,78,85.3,Maize,Soybean
Odisha,Sundargarh,Alluvial Soil,Rabi,31.5,59,298.8,Mothbeans,Rice
Odisha,Sundargarh,Alluvial Soil,Zaid,26.7,84,166.3,Kidneybeans,Rice
Assam,Bajali,Laterite Soil,Kharif,20.1,56,272.7,Lentil,Cashew
Assam,Bajali,Laterite Soil,Rabi,35.0,85,235.8,Maize,Tea
Assam,Bajali,Sandy Soil,Kharif,25.7,45,228.7,Jute,Groundnut
Assam,Bajali,Red Soil,Whole Year,25.2,72,93.9,Mothbeans,Groundnut
Assam,Bajali,Sandy Soil,Whole Year,35.6,82,59.5,Muskmelon,Muskmelon
Assam,Bajali,Alluvial Soil,Rabi,38.7,43,130.4,Mango,Rice
Assam,Bajali,Red Soil,Zaid,37.6,41,69.1,Blackgram,Pulses
Assam,Bajali,Alluvial Soil,Zaid,33.5,46,161.8,Muskmelon,Maize
Assam,Bajali,Laterite Soil,Whole Year,32.1,42,26.8,Mungbean,Coffee
Assam,Bajali,Loamy Soil,Whole Year,30.1,59,270.9,Mango,Maize
Assam,Bajali,Loamy Soil,Kharif,35.8,66,52.6,Pomegranate,Rice
Assam,Bajali,Black Soil,Kharif,34.1,70,177.6,Blackgram,Jowar
Assam,Bajali,Alluvial Soil,Zaid,27.1,64,51.1,Kidneybeans,Maize
Assam,Bajali,Sandy Soil,Kharif,35.5,45,119.8,Maize,Groundnut
Assam,Bajali,Alluvial Soil,Whole Year,24.0,53,82.4,Mango,Sugarcane
Assam,Bajali,Laterite Soil,Rabi,36.5,90,128.6,Maize,Coffee
Assam,Bajali,Alluvial Soil,Kharif,18.3,61,183.6,Rice,Sugarcane
Assam,Bajali,Alluvial Soil,Rabi,35.8,80,104.6,Pomegranate,Sugarcane
Assam,Bajali,Laterite Soil,Zaid,26.3,87,20.3,Jute,Coffee
Assam,Bajali,Loamy Soil,Kharif,36.0,65,302.7,Banana,Maize
Assam,Baksa,Laterite Soil,Rabi,23.4,64,106.9,Blackgram,Tea
Assam,Baksa,Alluvial Soil,Rabi,31.2,82,243.6,Watermelon,Rice
Assam,Baksa,Loamy Soil,Zaid,35.2,67,220.4,Cotton,Rice
Assam,Baksa,Alluvial Soil,Rabi,31.4,55,45.2,Kidneybeans,Rice
Assam,Baksa,Loamy Soil,Kharif,30.4,56,169.9,Rice,Sugarcane
Assam,Baksa,Alluvial Soil,Whole Year,34.3,67,287.1,Mungbean,Sugarcane
Assam,Baksa,Sandy Soil,Kharif,19.6,90,166.5,Maize,Watermelon
Assam,Baksa,Sandy Soil,Whole Year,29.3,91,105.9,Coffee,Watermelon
Assam,Baksa,Red Soil,Kharif,38.1,60,25.0,Papaya,Millets
Assam,Baksa,Alluvial Soil,Whole Year,31.4,69,280.7,Mothbeans,Rice
Assam,Baksa,Alluvial Soil,Zaid,31.0,61,153.7,Papaya,Sugarcane
Assam,Baksa,Laterite Soil,Kharif,29.6,47,144.5,Muskmelon,Cashew
Assam,Baksa,Laterite Soil,Zaid,36.7,49,244.0,Rice,Tea
Assam,Baksa,Alluvial Soil,Rabi,19.0,94,22.4,Mothbeans,Rice
Assam,Baksa,Red Soil,Kharif,27.5,82,90.5,Coffee,Groundnut
Assam,Baksa,Laterite Soil,Rabi,36.3,92,37.8,Papaya,Tea
Assam,Baksa,Alluvial Soil,Zaid,20.5,51,167.5,Grapes,Sugarcane
Assam,Baksa,Black Soil,Whole Year,31.3,61,245.3,Grapes,Jowar
Assam,Baksa,Red Soil,Kharif,34.6,60,211.2,Grapes,Groundnut
Assam,Baksa,Laterite Soil,Zaid,32.5,80,315.6,Mothbeans,Tea
Assam,Barpeta,Laterite Soil,Kharif,22.8,88,214.2,Mungbean,Coffee
Assam,Barpeta,Sandy Soil,Kharif,36.1,45,293.6,Maize,Watermelon
Assam,Barpeta,Loamy Soil,Rabi,24.0,68,180.8,Pomegranate,Wheat
Assam,Barpeta,Red Soil,Zaid,35.2,75,253.5,Coffee,Millets
Assam,Barpeta,Loamy Soil,Zaid,35.9,94,286.5,Rice,Sugarcane
Assam,Barpeta,Red Soil,Kharif,22.0,49,179.9,Cotton,Millets
Assam,Barpeta,Black Soil,Zaid,24.5,85,169.7,Kidneybeans,Cotton
Assam,Barpeta,Loamy Soil,Whole Year,37.2,83,209.6,Chickpea,Maize
Assam,Barpeta,Red Soil,Kharif,29.0,90,127.8,Rice,Millets
Assam,Barpeta,Laterite Soil,Zaid,22.3,82,61.8,Mothbeans,Coffee
Assam,Barpeta,Sandy Soil,Zaid,27.4,65,197.5,Orange,Groundnut
Assam,Barpeta,Laterite Soil,Kharif,37.9,90,48.5,Blackgram,Coffee
Assam,Barpeta,Sandy Soil,Whole Year,19.5,58,263.4,Coconut,Watermelon
Assam,Barpeta,Sandy Soil,Rabi,19.6,48,139.2,Kidneybeans,Groundnut
Assam,Barpeta,Red Soil,Whole Year,21.6,62,328.4,Blackgram,Pulses
Assam,Barpeta,Sandy Soil,Rabi,34.0,93,281.0,Watermelon,Muskmelon
Assam,Barpeta,Red Soil,Whole Year,39.4,55,59.4,Cotton,Pulses
Assam,Barpeta,Red Soil,Rabi,31.7,58,163.6,Blackgram,Groundnut
Assam,Barpeta,Alluvial Soil,Rabi,23.9,82,103.3,Pomegranate,Wheat
Assam,Barpeta,Black Soil,Rabi,39.5,41,108.8,Apple,Jowar
Assam,Biswanath,Sandy Soil,Whole Year,19.1,81,244.6,Cotton,Groundnut
Assam,Biswanath,Laterite Soil,Whole Year,23.6,58,31.6,Banana,Tea
